content,publish_time,level
我来啦，么么哒。。。,来自Android客户端,1
工作忙碌不,2015-5-26 15:12,2
回复 xiao菌菌 ：跟往常一样。你起码很忙吧,2015-5-26 20:25,2
回复 咑k纺蛀 ：我不忙，只是重心转移了,2015-5-28 12:43,2
怕臣妾做不到啊,2015-5-26 15:12,2
你在干嘛每天,2015-5-26 15:13,2
,2015-5-26 15:13,2
马上要中考了吧？,2015-5-26 15:14,2
闭关是个什么情况！,2015-5-26 20:06,2
回复 青春是悲剧 ：就是要有个复习。但是我觉得我做不到,2015-5-28 12:43,2
哎我去。。复习。。这爹坑得。。。加油吧骚年。默默的支持你。,2015-5-28 13:11,2
回复 青春是悲剧 ：有个卵用不如你实际来支持我吧,2015-5-28 15:28,2
"From espn.co.uk – Kimi: “It was all like we expected, absolutely fine. Today was a bit disturbed by weather but it was the same for everybody. I don’t think we got enough running done but I think we are more or less there. There’s still work to be done but it’s Friday so we have to wait and see. The weather is what it is and we expected rain. It meant we had to get certain things done this morning differently because of the rain in the afternoon. We had to shuffle the programme up a little bit.”Ferrari’s lap times were much more favourable in FP2, especially when compared to Mercedes, but when asked whether a genuine challenge is possible on Sunday the Finn replied: “It’s hard to say, we lost a lot of running today because of the weather issues. We try to improve things and see where we are tomorrow and do the best we can.”From ferrari.com – Kimi: “Today everything worked as we expected, we went on with our program trying as always to improve and we are quite happy with the way things worked. The weather was a bit tricky: the rain was expected in the afternoon, then we had to change a bit our program and decided certain things to be done in the morning. It’s hard to say where we are, because we did not get enough running, but it was all fine. It’s only Friday and we have to wait and see. There’s still a lot of work to be done to do well in qualifying, for sure here is easier compared to Monaco, but it will depend on many things, the weather conditions first of all. Tomorrow we’ll see where we are and then we’ll do the best over the weekend.”总结：练习赛进行的还行，天气作祟，测试的计划有些受阻，跑的不够，所以不知道真正的位置是怎样的。排位赛还有很多工作需要做，相比摩纳哥这里略容易些。看今天会怎样。。。。。",1楼,1
顶顶顶,来自Android客户端,1
本周摩纳哥,11楼,1
不错哦，顶,来自Android客户端,1
视频来自：优酷（部分翻译）,1楼,1
记者：今天，我们来玩冰球，seb，你以前玩过吗？Seb：没~从没玩过。记者：你以前玩过吗，kimi？Kimi：啊~是啊，我以前玩过。（开始鼓捣推杆）...come on.......(你别老说这句呗，总感觉后面是get XXX out of the way.......)Seb：1:1记者：OK，你们两位都要回答一个问题.....Kimi：（用非常艹蛋的芬兰式英语问）F1哪条赛道上的grid girls最有魅力？Seb：匈牙利的相当不错。澳大利亚的挺好，西班牙的挺好。记者：蒙特卡洛呢？Seb：哦~蒙特卡洛是我见过最糟糕的......记者：（转向kimi）他们有grid boys......Kimi：哦~我不知道......我从没看过他们。我在太后面的位置，（伸手比划）满眼望去都只有赛车和技师。Seb：是啊~是啊~是啊~Seb：说一下你最喜欢的和最不喜欢的搭讪话（没听清）......Kimi：（摇头）呼~我没有~Seb：是最喜欢的没有还是最不喜欢的没有？Kimi：（继续摇头）我一个也没有~记者：啥？你碰到一个女孩，然后会说......（译者插嘴：爷连昨天的事都忘了~）Seb：（插嘴）你好~Kimi：..........（没听懂什么trying the park）.......come on........（又来这句，接：get XXXout of the way）Seb：Sweden......哎呀（输了）！Kimi：说出你最喜欢我的三个特质。。。。。(笑)嘿嘿~这个有点儿像约会游戏....记者和seb：额呵呵呵~~~~Seb：他很诚实。我觉得我们相敬如宾......他是芬兰人，我喜欢芬兰人。Kimi：谁的时尚品味更好.......?（低头看看自己T恤）看来非常相似啊！Seb：是啊~相同的帽子，相同的T恤！..............Seb继续鼓捣推杆：......NO.......（貌似又没进~）,2楼,1
汤不热上传言：sky“约会游戏”那个采访中关于跟女孩搭讪的话那一段：Seb knows how Kimi approaches girls because “how are you?” Is the first quote Kimi said to himSeb为什么知道Kimi跟女孩搭讪的时候会说“你好。”因为这是kimi第一次跟seb搭讪的时候说的。（无责任流言转载）,4楼,1
马克～,来自Android客户端,1
摩纳哥蒙特卡洛赛道是世界四大知名赛道之一。它以街道为赛道，是F1赛道中最短的一条，拥有F1赛道中最慢的弯角和著名的隧道。同时因为在街道比赛，车队的加油站也很小很窄。该赛道要求驾驶技巧高超，因此这站比赛的冠军也是许多车手梦寐以求的。http://weibo.com/shellinchina?from=feed&loc=nickname,1楼,1
去年的逗比re,来自Android客户端,1
唉回来后在摩纳哥RP就没有好过,来自iPhone客户端,1
阉狗婊孙子@咸鱼超人9  给爷爷跪下,来自Android客户端,1
本周摩纳哥,13楼,1
再顶一轮去睡觉~,16楼,1
想起当年kimi和马萨双双卡在“最慢的弯角”也是醉了,来自手机贴吧,1
,2015-5-18 16:03,2
新浪体育讯　　北京时间6月10日消息，莱科宁认为，F1需要采取一些措施，让这项运动变得更激动人心。莱科宁是F1围场里最受拥护的明星之一，也是年龄最大的车手，他和巴顿、阿隆索都是在本世纪初就加入了F1。　　莱科宁表示，他觉得F1不再像曾经那样让人兴奋，“当我加入F1的时候，对每一个人而言，这项运动都更加令人激动，那真是处于巅峰时刻。”莱科宁在接受法国电视台Canal+’时说道，“过去了很长一点时间，所以你本该期待现在的赛车更快，更激动人心，但明显随着规则的改变，他们尽量让赛车慢下来。我确定必须采取某些措施，让观看F1的人们感到更激动，对他们而言就想看到速度，让比赛危险性稍微高一些，这是比赛的一部分。”　　莱科宁强调，提速不是想看到哪个车手受到伤害，更多就是为了提高比赛的观赏性，让比赛更激动人心。莱科宁长时间的对手，2014年法拉利时的队友阿隆索在摩纳哥大奖赛后也表达了一个观点，与职业生涯开始时的2001年相比，F1赛车不再具有挑战性。　　“我最后感到精神和身体双重挑战是在2005年，赛车快了至少8秒，今年马来西亚大奖赛的冠军，会被2006年的冠军套六次圈，当你一个分站赛快6到7分钟，一圈快7到8秒，精神上身体上都要求更高，10年前每件事都在推向极限。”　　当被问及第二个法拉利生涯有什么感觉时，莱科宁说道：“F1有很多好车队，但法拉利是不一样的。第一年和法拉利一起夺得第一个冠军很棒，之后发生了很多事情，但我现在回到法拉利了。我感到开心，自从我回到法拉利，今年是最好的一年，可能也是我待过的最好的车队，工作的方式，整体的氛围，法拉利就是法拉利，如果你能选择的话，总会选择他的。”,1楼,1
你越这么表白，法家越不把你当回事啊笨蛋,来自Android客户端,1
不走运的Kimi！法拉利赛后调查显示，莱科宁起跑时并没有犯错，是赛车的电子系统出现了故障，发动机ECU的防熄火功能意外启动了。Kimi最终追到了第五名完成比赛。,来自Android客户端,1
法拉利CEO马尔乔内赛后盛赞冰人：“Kimi不太走运，但是他跑了一场很棒的比赛，完成了很棒的反击。我们有两位很棒的车手。”,来自Android客户端,1
有事商量~开私信,来自Android客户端,1
专业对付深夜作死，时差党你值得信赖,来自Android客户端,1
Kimi吧有发帖前缀。。。【】,来自Android客户端,1
到置顶帖去报名 艾特不了你,来自iPhone客户端,1
去报名,来自Android客户端,1
安卓打不出来啊,2015-6-10 1:19,2
已经去了，然并卵,2015-6-10 10:32,2
你这报名的时间正好错开了，再早点好了，现在大吧主加上谁了啊，加你当小吧主喽,2015-6-10 10:34,2
裤衩,2015-6-10 10:35,2
"Stefano Domenicalli:""Kimi doesn’t live in this world, he lives on his own planet.""Kimi Raikkönen:""Life on my own planet is nice. I can’t complain.""多梅尼卡利：“Kimi不是这个世界里的货，他生活在自己的星球上。”Kimi：“我自己的星球上生活很好。我对此无怨无悔。”",1楼,1
我觉得他小时候他爹妈带他去看的医生也说过类似的话，蓝星人太蠢了，莱星人不屑于一般见识,来自Android客户端,1
本周摩纳哥,8楼,1
哈哈哈哈无怨无悔~~~~,16楼,1
镇楼图来自20,来自Android客户端,1
这图真是吓我一跳~,4楼,1
来自po主 anna波罗蜜部长,来自Android客户端,1
来自 anna波罗蜜部长,来自Android客户端,1
这个配图也是,来自Android客户端,1
时间是把杀猪刀,来自Android客户端,1
赛道名称:蒙特卡罗赛道单圈长度:3.340公里比赛方向:顺时针比赛圈数:78比赛距离:260.520公里圈速记录:1分14秒439(2004/舒马赫/法拉利),来自Android客户端,1
比赛时间:周日正赛 2015年5月24日20:00,来自Android客户端,1
赛道介绍：法国的勒芒24小时大赛、美国的印地安那波利斯500大赛、摩纳哥的蒙特卡罗拉力赛、摩纳哥蒙特卡罗F1大奖赛被并称为世界四大知名汽车赛事，而其中在摩纳哥的蒙特卡罗赛道所举办的汽车赛事就占尽了两项，可见蒙特卡罗赛道与赛车运动的渊源之深长。摩纳哥大奖赛是一个具有历史性的赛站，比赛是在封闭的蒙特卡罗的街道上进行的。在过去了的半个世纪以来，这个赛道的模样几乎没有改变过，车手对赛道的评价爱恨参半。但无论怎样，蒙特卡罗的街面赛道仍是F1赛道中最具挑战性的之一。有人曾形容说，开着F1在两边是护栏的蒙特卡罗的街道比赛，就好象如同在客厅中要开直升机一样的困难。也就是说一个小小的错误，就有可能会让车手撞上护栏发生事故。因此只有最顶尖的车手才能在此赛道获得胜利，而车手也以赢取摩纳哥大奖赛冠军杯当作是毕生的愿望。而对于蒙特卡罗的居民来说，最幸福的无疑就是站在自己家的阳台上观看比赛了。　　单圈长度仅3.367公里、整个比赛要进行78圈的摩纳哥大奖赛以赛道狭窄、多弯、超车困难为主要特点，对车手技术提出了更高的要求。每年吸引着全世界最富有的车迷驾着游艇来亲眼目睹世界上最昂贵的车赛。1999年舒马赫在此拿到冠军时平均时速仅147.354公里，1997年他在一场倾盆大雨中第一个驶过终点后平均时速仅106.937公里。车速较慢意味着档位变化较多，车手在这场比赛中平均要换档3000多次。这场比赛对刹车系统和车手对赛车的控制也是巨大的考验。　　“这是一条一点错误都不能有的赛道，”舒马赫指出：“对赛车的调教必须十分小心，以应付赛道的每一种特点。我的经验是稳定性在摩纳哥是最为重要的一个方面。”驾驭马力强大的F1赛车78次穿越狭窄的街道完成这站比赛对车手来说确实是一次充满刺激的挑战。难怪有人将摩纳哥大奖赛称为F1“王冠上的明珠”，在这里夺得冠军的车手无意中也会被车迷们“看高”一个档次。,来自Android客户端,1
在摩纳哥站历史上，最成功的赛车手无疑是有“车神”之称的已故著名车手塞纳。塞纳在这里曾6夺桂冠，是在同一分站取胜最多的纪录，其中更包括了1989年至1993年的五连霸!另一次取胜则是在1987年。1993年塞纳和曼塞尔在终点前的激战是摩纳哥大奖赛的经典镜头之一，结果塞纳以0.215秒的优势领先曼塞尔冲过终点，这也是赛车史上其中一个最小的冠亚军差距。,来自Android客户端,1
历届冠军,来自Android客户端,1
直播地址凹凸文字直播地址：http://live.autosport.com/视频直播地址：http://www.azhibo.com/f1zhibo另外，乐视会全程直播,来自Android客户端,1
本站使用最软两款轮胎,来自Android客户端,1
截止目前各车手动力单元使用情况,来自Android客户端,1
排位赛Kimi第六,来自Android客户端,1
啊啊啊，让我花痴一会儿,来自Android客户端,1
举牌小哥,来自Android客户端,1
胖纸加油！上真爱图,来自Android客户端,1
暖胎开始，lz看的乐视，有延迟见谅哦,来自Android客户端,1
大部分都是超软起步,来自Android客户端,1
除了霍肯伯格，阿隆索，博塔斯是软胎,来自Android客户端,1
马上开始,来自Android客户端,1
还是第六,来自Android客户端,1
霍肯伯格撞车，鼻翼没了,来自Android客户端,1
居然没有安全车,来自Android客户端,1
小胡是和阿隆索有碰撞,来自Android客户端,1
霍肯伯格撞车，但能回到维修区，只有散落鼻翼，所以没有安全车,来自Android客户端,1
汉密尔顿带开了,来自Android客户端,1
霍肯伯格进站换了鼻翼，马萨也进站换前翼，换软胎,来自Android客户端,1
DRS启动，看看有没有机会,来自Android客户端,1
赛道够脏的,来自Android客户端,1
爷和前车距离还有一点，得先追一下,来自Android客户端,1
等吧里有吧务了就把那些贴子删掉吧,1楼,1
http://tieba.baidu.com/p/3568703469,2楼,1
http://tieba.baidu.com/p/3558891987,3楼,1
辛苦了,来自手机贴吧,1
吧主申请全被拒了。度娘他妈的！！,6楼,1
继续顶上,来自Android客户端,1
多谢开这个贴，我已经再次去申请吧主，希望这次能过吧。现在没法删帖，大家最好的办法就是看到广告贴就点举报。度娘应该会先帮忙删除的。,10楼,1
http://tieba.baidu.com/p/3580354822?share=9105广告,来自Android客户端,1
http://tieba.baidu.com/p/3582255855?share=9105&fr=share,来自Android客户端,1
好讨厌的小孩,来自Android客户端,1
http://tieba.baidu.com/p/3600410353?share=9105&fr=share,来自Android客户端,1
http://tieba.baidu.com/p/3600410353,22楼,1
http://tieba.baidu.com/p/3687852673?share=9105,来自Android客户端,1
http://tieba.baidu.com/p/3680954536?share=9105,来自Android客户端,1
http://tieba.baidu.com/p/3680954196?share=9105,来自Android客户端,1
http://tieba.baidu.com/p/3652364571?share=9105,来自Android客户端,1
http://tieba.baidu.com/p/3630006306?share=9105,来自Android客户端,1
http://tieba.baidu.com/p/3693815787?share=9105,来自Android客户端,1
http://tieba.baidu.com/p/3726063851?share=9105,来自Android客户端,1
http://tieba.baidu.com/p/3725913606?share=9105,来自Android客户端,1
http://tieba.baidu.com/p/3735630089?share=9105,来自Android客户端,1
http://tieba.baidu.com/p/3744525885?share=9105,来自Android客户端,1
http://tieba.baidu.com/p/3740609315?share=9105,来自Android客户端,1
请不要顶吧里的垃圾贴，谢谢配合。,来自Android客户端,1
水贴：http://tieba.baidu.com/p/3764044610?share=9105,来自Android客户端,1
http://tieba.baidu.com/p/3765293494,来自iPhone客户端,1
,2015-9-6 22:54,2
直接卧槽了,来自iPhone客户端,1
摩纳哥站来了,来自Android客户端,1
赛道名称:蒙特卡罗赛道单圈长度:3.340公里比赛方向:顺时针比赛圈数:78比赛距离:260.520公里圈速记录:1分14秒439(2004/舒马赫/法拉利),来自Android客户端,1
比赛时间:首次练习 2015年5月21日16:00 - 17:30二次练习 2015年5月21日20:00 - 21:30三次练习 2015年5月23日17:00 - 18:00周六排位 2015年5月23日20:00 - 21:00周日正赛 2015年5月24日20:00,来自Android客户端,1
赛道介绍：法国的勒芒24小时大赛、美国的印地安那波利斯500大赛、摩纳哥的蒙特卡罗拉力赛、摩纳哥蒙特卡罗F1大奖赛被并称为世界四大知名汽车赛事，而其中在摩纳哥的蒙特卡罗赛道所举办的汽车赛事就占尽了两项，可见蒙特卡罗赛道与赛车运动的渊源之深长。摩纳哥大奖赛是一个具有历史性的赛站，比赛是在封闭的蒙特卡罗的街道上进行的。在过去了的半个世纪以来，这个赛道的模样几乎没有改变过，车手对赛道的评价爱恨参半。但无论怎样，蒙特卡罗的街面赛道仍是F1赛道中最具挑战性的之一。有人曾形容说，开着F1在两边是护栏的蒙特卡罗的街道比赛，就好象如同在客厅中要开直升机一样的困难。也就是说一个小小的错误，就有可能会让车手撞上护栏发生事故。因此只有最顶尖的车手才能在此赛道获得胜利，而车手也以赢取摩纳哥大奖赛冠军杯当作是毕生的愿望。而对于蒙特卡罗的居民来说，最幸福的无疑就是站在自己家的阳台上观看比赛了。　　单圈长度仅3.367公里、整个比赛要进行78圈的摩纳哥大奖赛以赛道狭窄、多弯、超车困难为主要特点，对车手技术提出了更高的要求。每年吸引着全世界最富有的车迷驾着游艇来亲眼目睹世界上最昂贵的车赛。1999年舒马赫在此拿到冠军时平均时速仅147.354公里，1997年他在一场倾盆大雨中第一个驶过终点后平均时速仅106.937公里。车速较慢意味着档位变化较多，车手在这场比赛中平均要换档3000多次。这场比赛对刹车系统和车手对赛车的控制也是巨大的考验。　　“这是一条一点错误都不能有的赛道，”舒马赫指出：“对赛车的调教必须十分小心，以应付赛道的每一种特点。我的经验是稳定性在摩纳哥是最为重要的一个方面。”驾驭马力强大的F1赛车78次穿越狭窄的街道完成这站比赛对车手来说确实是一次充满刺激的挑战。难怪有人将摩纳哥大奖赛称为F1“王冠上的明珠”，在这里夺得冠军的车手无意中也会被车迷们“看高”一个档次。,来自Android客户端,1
在摩纳哥站历史上，最成功的赛车手无疑是有“车神”之称的已故著名车手塞纳。塞纳在这里曾6夺桂冠，是在同一分站取胜最多的纪录，其中更包括了1989年至1993年的五连霸!另一次取胜则是在1987年。1993年塞纳和曼塞尔在终点前的激战是摩纳哥大奖赛的经典镜头之一，结果塞纳以0.215秒的优势领先曼塞尔冲过终点，这也是赛车史上其中一个最小的冠亚军差距。,来自Android客户端,1
历届冠军,来自Android客户端,1
截止本站各车手动力单元使用情况,来自Android客户端,1
直播地址凹凸文字直播地址：http://live.autosport.com/视频直播地址：http://www.azhibo.com/f1zhibo另外，乐视会全程直播,来自Android客户端,1
离上次冠军，十年了,来自Android客户端,1
好早啊~,来自Android客户端,1
大赞～,来自Android客户端,1
格罗斯让更换变速箱后退5位发车,来自Android客户端,1
北京时间5月21日下午，2015年F1摩纳哥大奖赛周四第1次练习赛在蒙特卡洛赛道结束。梅赛德斯车队汉密尔顿以1:18.750的成绩拿到单圈最快，红牛二队小维斯塔潘最后时刻跑出飞驰圈，以落后0.149秒的成绩排在第二，红牛车队里卡多落后0.336秒第三。法拉利车队维泰尔与莱科宁分列第四、第八。　　汉密尔顿去年在这里第1次练习的最快成绩是1:18.271，今年相比去年的圈速慢了些，这个成绩是在练习赛中间阶段创造的，但是之后梅赛德斯车队改用了重油进行练习。汉密尔顿的队友罗斯博格在策略下慢了队友汉密尔顿1秒，圈速仅排在第九位。　　在昨晚一夜雨后，今天的蒙特卡洛赛道有些地方还很潮湿，因此本次练习赛很多车手都使用的是中性轮胎。在前30分钟里，车手们的最快圈速仅只有1分22秒多。随着赛道逐渐边干，赛道以及轮胎温度的上升，车手们的圈速也逐步开始提升。　　与去年相比，蒙特卡洛赛道沥青80%都是全新铺的，赛道最低温度只有14摄氏度，因此对刹车以及轮胎来说都是个不小的考验。　　半小时之后，车手们开始使用软胎进行练习，圈速也进入到了1分20秒，梅赛德斯赛车继续占据着圈速榜首的位置。　　法拉利车队维泰尔落后汉密尔顿0.3秒最终拿到了圈速第四，他的队友Kimi-莱科宁比他慢了0.5秒多。　　迈凯轮车队阿隆索1:19.791的成绩差一点儿进入前十，他的这个圈速最终排在第11位，他的英国队友巴顿紧随其后1:20.202位居第12位。,来自Android客户端,1
一练成绩,来自Android客户端,1
二练成绩,来自Android客户端,1
本站使用最软的两款胎，而且超软刚改了配方,来自Android客户端,1
跪求周末别下午,来自Android客户端,1
第三次自由练习赛结束，维特尔1分16秒143，排名第一。Kimi由于撞车，成绩停留在1分17秒301，排名第六。排位赛将在北京时间晚间八点开始！,来自Android客户端,1
排位赛前车能修好吗,26楼,1
攒rp 攒rp 攒rp 攒rp 攒rp,来自Android客户端,1
[cp]#F1##摩纳哥站# Skysports消息，Kimi的变速箱“OK”，可以参加排位赛。[/cp],来自Android客户端,1
KIMI的车可以比赛，Q1刷了第九,来自Android客户端,1
胖纸加油,来自Android客户端,1
目前刷到第五,来自Android客户端,1
博塔斯17。。。,来自Android客户端,1
第一节排位赛结束，nasr，博塔斯，埃里克森，斯蒂文斯，梅里被淘汰,来自Android客户端,1
q2开始,来自Android客户端,1
瓦片开始做成绩,来自Android客户端,1
胖子出来第一圈只有1.20，刚出来大家成绩都一般啊,来自Android客户端,1
瓦片刷到1.16.224,来自Android客户端,1
头哥进不了弯，车停下来了,来自Android客户端,1
胖子慢.83，第三,来自Android客户端,1
胖子这一圈1.16.528，第二,来自Android客户端,1
ros刷到第一，快.7,来自Android客户端,1
胖子现在第四,来自Android客户端,1
基本上就是前四个排列组合了。。今天威廉姆斯和索伯好惨,来自Android客户端,1
现在第五，大家都在赛道上,来自Android客户端,1
ham刷到第二,来自Android客户端,1
罗斯伯格刚刚冲出去了一下,来自Android客户端,1
q2结束，格罗斯让，巴顿，霍肯伯格，马萨，阿隆索被淘汰。,来自Android客户端,1
q3开始,来自Android客户端,1
梅赛德斯两位在做成绩,来自Android客户端,1
大家出来第一圈都在暖胎，所以还是要看第二圈成绩,来自Android客户端,1
ham1.15.304,来自Android客户端,1
ros慢.136,来自Android客户端,1
瓦片第三，慢.545,来自Android客户端,1
胖子只有第一圈成绩，现在进来换胎再出去,来自Android客户端,1
大家都在pit换胎，准备再出去了,来自Android客户端,1
车队告诉佩雷兹没有新胎了，所以不准备出去跑了。。。,来自Android客户端,1
大家基本都只有最后一圈的机会,来自Android客户端,1
胖子现在第五，还有一圈,来自Android客户端,1
ham1.15.098,来自Android客户端,1
胖子最后第六,来自Android客户端,1
ham杆位，ros，瓦片，里卡多，科维亚特，Kimi，佩雷兹,来自Android客户端,1
排位赛成绩,来自Android客户端,1
科维亚特飞行圈的时候挡了胖子吧。。离太近了,来自Android客户端,1
明天加油吧~第六也不算太意料之外,来自Android客户端,1
大家都距离不够，应该算不上阻挡吧,2015-5-23 21:04,2
"Reflecting on why the weekend has proven to be less competitive for Ferrari than in recent races, Raikkonen insists the team can still learn from the issues and come back stronger.当被问到为何法拉利本站（西班牙站）比前几站要缺乏竞争力，Kimi坚称车队仍然从一些问题中学到了很多，并会再次变强。“If you look at the lap times compared to the test and last year it's not so good as like we've seen in the previous races. If we knew it would be easier to fix it or to understand but we really don't know and we tried something different on my car and probably it wasn't ideal but we learn from those things and it can help us for the future.”“如果你将现在的圈速与测试时和去年相比，并不像我们前几站能看到的表现那么好。也许我们知道这些问题如何修复或更好地理解会更好些，但实际上我们不知道，我们在我的赛车上尝试了些不同的套件，可能这样并不理想，但我们从那些套件中学到了些东西，这对我们未来有帮助。”",1楼,1
顶一顶,来自Android客户端,1
加油，喵,来自Android客户端,1
加油！,来自Android客户端,1
不知道摩纳哥会有什么动作呢~,来自Android客户端,1
大家好，我是咸鱼超人9，我是阉狗,来自Android客户端,1
新浪体育讯　　北京时间6月9日消息，芬兰冰人莱科宁告诉法拉利车队，需要全方位提高赛车性能，才能和梅赛德斯竞争。　　本赛季法拉利赛车拥有赛道上第二快的速度，但在莱科宁失控甩尾之后，他们在加拿大大奖赛甚至没能登上领奖台。另一名车手维泰尔因为排位赛的机械故障和受罚，早早注定了无缘前三名，只能为更好的名次和积分而战。　　“我想我们必须实现全方位的提高，实际上赛车已经相当棒。从去年开始我们已经取得了全方位的提高，但我们依然有许多工作要做。”莱科宁说道，“从结果可以看得出，去年以来我们已经走过了很长的路，但还需要走下去。”　　加拿大站法拉利升级引擎的首秀以失望告终，但他们自己并没有太过沮丧，领队阿德里巴贝内强调，表现符合预期，维泰尔从第18位发车一路狂飙，追到了第5，也从一个侧面反映了法拉利赛车的能量。　　对手方面也不敢掉以轻心，汉密尔顿就直言，法拉利并没有发挥出真正的实力。　　下一个分站赛将在奥地利举行。,1楼,1
其实升级之前kimi有一站因为被撞而落到队尾，而且距离队尾有一个大直道的距离，然后他将所有除了seb之前的赛车都超了一边而且某些被他超了两次拿到第四名~阿领队对这种表现是若不见。,来自Android客户端,1
,2015-6-10 7:51,2
猫猫提交一下大吧申请,2015-6-10 9:52,2
新大吧主申请成功人不在线了,2015-6-10 10:22,2
蒙扎正赛倒数7圈，领先第二名瓦特尔近20s的ham被车队要求push。倒数第三圈，ros使用了数站的旧引擎爆掉，遗憾退赛。,来自Android客户端,1
最新消息:赛事干事正在调查梅奔的胎压，两车发车时胎压都低于下限值了,来自Android客户端,1
倍耐力本站有特别要求调高胎压,来自Android客户端,1
汉密尔顿和罗斯博格赛车涉嫌违规被调查。一份来自FIA技术代表的文件称，两位奔驰车手在发车时的轮胎胎压低于规则允许值。,来自Android客户端,1
赛会抽查了法拉利和奔驰的胎压，法拉利符合规定高于规定值，奔驰低于，低的胎压可以获取更多的抓地力获得更快的圈速~这是上一场瓦特尔爆胎后的新规定,来自Android客户端,1
现在流言是说可能会罚时25s，然而ham领先瓦片25.042s。。。难道这就是拼命push的原因?,来自Android客户端,1
可能这是最后大老板满脸严肃要他全力跑的原因,来自iPhone客户端,1
罚25秒就真的是然并卵,来自iPad,1
FIA发布的声明文件，决定不罚的依据是：在对奔驰的两台车进行胎压测试时，加温毯已经断电一段时间，当时轮胎的温度，已经明显低于加温毯的最高允许温度(110度)，所以导致胎压降低。并且当时奔驰的胎温和一同接受检测的法拉利胎温是明显不同的。,来自Android客户端,1
这微妙的感觉,来自Android客户端,1
大妈第三者,来自iPhone客户端,1
7楼才是真实的样子哈哈哈哈哈哈哈哈,来自Android客户端,1
仿佛看到了小kimi长大的样子,来自手机贴吧,1
7楼哈哈哈,来自Android客户端,1
在日本挂有五星红旗的大海报心虚，求多点人。。。,来自iPhone客户端,1
大家互相艾特一下问问吧,来自Android客户端,1
c区看台.,5楼,1
日本站有人么。。？,来自iPhone客户端,1
,2015-9-12 21:11,2
,2015-9-12 21:12,2
穷苦人家去不起,2015-9-12 21:37,2
图片来自：红彗星二号的百度相册图片来自：红彗星二号的百度相册,通过百度相册上传,1
图片来自：红彗星二号的百度相册图片来自：红彗星二号的百度相册,通过百度相册上传,1
今天就先放这些图吧,来自Android客户端,1
强势顶贴！,7楼,1
萌萌的[RELIEVED FACE],14楼,1
图片来自：红彗星二号的百度相册,通过百度相册上传,1
图片来自：红彗星二号的百度相册图片来自：红彗星二号的百度相册图片来自：红彗星二号的百度相册 西装莱,通过百度相册上传,1
图片来自：红彗星二号的百度相册图片来自：红彗星二号的百度相册图片来自：红彗星二号的百度相册 接着上楼,通过百度相册上传,1
今天先放送这些Merry Christmas Mr. Lawrence - 坂本龙一,20楼,1
怎么不动啊囧,来自iPhone客户端,1
今天再放几张动图。,来自Android客户端,1
附上莱科宁吧的链接：http://tieba.baidu.com/p/3493487190?pid=62258040316&cid=#62258040316,26楼,1
好久没来了,来自手机贴吧,1
镇楼图很老了吧,来自Android客户端,1
2015西班牙大奖赛,35楼,1
2015西班牙大奖赛,36楼,1
胖纸！,来自Android客户端,1
这个必须顶,来自iPhone客户端,1
顶一顶,来自Android客户端,1
求视频～求视频～,来自iPhone客户端,1
我的都这种画质。。。实在是心塞,来自iPhone客户端,1
微博上有送机哒 接机应该也有的吧,来自Android客户端,1
都没有嘛,来自iPhone客户端,1
微博莱科宁极地美图有,来自iPhone客户端,1
微博上？我好像都只看见了照片。。你有吗,2015-5-19 17:35,2
你有吗,2015-6-5 15:31,2
Robin的名字在他出生前就已决定，为此kimi和明图想了几个月备了很多选项，在考虑到名字能跟姓般配的同时还要照顾到名字能在国外发音顺口些，最终他们决选了Robin这个。Robin的教父Gino取了second name为Ace，这是随Kiss乐队的一名吉他手Ace Frehley，同时也寄托Aceman能继承Iceman的优良基因的希望。,来自Android客户端,1
黑暗王子阿克曼啊,来自Android客户端,1
王牌肉饼,来自Android客户端,1
ACEMAN,来自Android客户端,1
就是想不到Gino会是教父,来自iPhone客户端,1
那个，Aceman长大后能加入妇联吗,来自Android客户端,1
ACEMAN,来自Android客户端,1
gino啊取什么ace真的好吗，感觉肉饼长大会埋怨他爹啊~,来自Android客户端,1
发音顺口这种事……kr发r音真的没问题吗?,来自Android客户端,1
"Q:""Isn*t it dangerous to drive in the rally finland?""KR:""It*s also dangerous to cross a street but I do it anyway.""问：“芬兰站拉力赛是不是开起来很危险？”KR：“过马路也很危险，但是我无论怎样也得过马路。”",1楼,1
顶一顶～,来自Android客户端,1
顶一顶,来自iPhone客户端,1
这么多贴子放在一起看，真•哲学莱,来自Android客户端,1
我来领我孙子回家,来自Android客户端,1
本周摩纳哥,10楼,1
这是啥时的事?,来自手机贴吧,1
胖子只做自己喜欢的事,来自Android客户端,1
猫猫是37章哦,来自iPhone客户端,1
就是英语说的太差了，不像人家会说“人的价值体现在他追求的梦想”那种心灵鸡汤~,2015-5-18 13:40,2
这样下去明年都不用去上菜了,来自Android客户端,1
节哀顺变,来自手机贴吧,1
1F 谢谢度娘,1楼,1
各位，我终于申请成功了，但是接下来我该怎么做，请各位指导。@芬兰の答案 @跟着KIMI走 @sljwxm @xiao菌菌  如果没有@到  不好意思 我真的不知道该@哪些人我只想留着这个贴吧 请各位给意见 谢谢,2楼,1
恭喜！恭喜！,来自Android客户端,1
恭喜，申请当小吧主~,6楼,1
