content,create_time,ip_location,like_count
好喜欢这局,2025-3-9 21:29,,0
[流泪],2025-3-7 20:30,,0
同位看这个[流泪][流泪][流泪]还有这个视频[流泪],2025-3-7 18:36,,0
温暖的答案,2025-3-7 16:39,,0
我可以保存这段话吗[送心]这段话很有力量,2025-3-5 14:04,,0
[流泪][流泪][流泪],2025-3-4 11:09,,0
好治愈的ai,2025-3-5 0:19,,0
我哭,2025-3-4 23:47,,0
爱上了deepseek[泣不成声][泣不成声],2025-3-4 23:18,,0
[流泪],2025-3-4 7:52,,0
前两天看过,2025-3-3 23:23,,0
情商[比心],2025-3-3 19:19,,0
我哭了[泣不成声],2025-3-3 10:03,,0
天哪[流泪],2025-3-2 23:12,,0
[黑脸][赞],2025-3-2 21:19,,0
[可怜],2025-3-1 10:02,,0
[泣不成声],2025-3-2 20:49,,0
心态！,2025-3-2 6:10,,1
[抱抱你],2025-3-2 16:30,,1
[抱抱你],2025-3-2 15:50,,0
[流泪],2025-3-2 8:49,,0
[抱抱你][抱抱你],2025-3-1 20:31,,0
好有道理,2025-3-1 14:02,,0
[流泪][流泪][流泪][流泪][流泪][流泪],2025-3-1 20:14,,0
[流泪][流泪][流泪][流泪],2025-3-1 16:29,,0
[躺平][躺平],2025-3-1 9:40,,0
呜呜呜太感性了,2025-3-1 11:08,,0
你就问了一句我活的好失败吗？我咋发给他不是这些[泪奔],2025-3-1 1:32,,0
哈哈哈哈哈[捂脸],2025-3-1 0:49,,0
被安慰到了[流泪],2025-3-1 0:15,,0
[流泪]好感动,2025-2-28 23:02,,0
好会说,2025-2-28 22:26,,0
我要哭了[流泪],2025-2-28 20:26,,0
真的好温柔[流泪][流泪][流泪],2025-2-28 20:26,,0
哇塞，说的好牛啊deepseek,2025-2-28 19:50,,0
有被激励到[大笑],2025-2-28 17:34,,0
我的deep seek不是这样的[流泪],2025-2-28 9:46,,0
[流泪][流泪][流泪][流泪][流泪][流泪][流泪][流泪][流泪][流泪][流泪][流泪][流泪]谢谢你。我在这个小房间里放声大哭。,2025-2-28 2:25,,0
宝宝我想要原图可以吗[流泪][流泪][流泪],2025-2-28 0:53,,0
真的太好啦[泣不成声],2025-2-16 0:46,,0
太会安慰人了 好温暖的科技,2025-2-28 0:43,,0
有没有一种可能它在把你跟虫子比较[捂脸],2025-2-19 23:55,,0
重点又不是做比较[黑脸]它只是通过一个例子告诉你一个道理而已[黑脸]希望能明白自己并非所谓的＂失败品＂[达咩]人都有自己的价值[赞],2025-2-27 23:38,,0
[流泪]太会说了,2025-2-27 22:12,,0
任何人都不是失败品，都是最好的独一无二的自己,2025-2-27 19:05,,1
天啦，好温暖[玫瑰],2025-2-27 13:29,,0
[流泪],2025-2-26 14:26,,0
看到这个回复眼泪汪汪的掉下来[流泪],2025-2-25 11:33,,0
xde,2025-2-25 1:21,,0
[流泪],2025-2-25 0:13,,0
太有才了，我估计人类怎么也不会有这样的词语来安慰 [赞][赞],2025-2-24 14:27,,1
我的天这个回答真的太好了！,2025-2-24 2:01,,0
[流泪][流泪],2025-2-23 18:17,,0
[蜜蜂狗],2025-2-23 18:03,,0
好喜欢这段话,2025-2-23 16:54,,0
这段话给我看哭了[流泪],2025-2-23 14:14,,0
世界需要普通人的存在，我们可以是那些普通人，不必要成为那些发光的成功人，普通人也可以发光[泣不成声][泣不成声],2025-2-23 13:42,,1
她,2025-2-23 1:17,,0
[流泪][流泪]哇塞,2025-2-23 1:16,,0
有没有可能自然界真的把他们当失败品，我们不知道而已,2025-2-23 0:12,,0
真的好正能量又很溫暖[比心][比心][比心],2025-2-23 0:02,,0
每个人无论以何种情绪活着都有他存在的意义[流泪],2025-2-22 23:05,,1
[抱抱你][抱抱你],2025-2-22 17:59,,0
[流泪][流泪][流泪][流泪][流泪][流泪][流泪],2025-2-22 11:39,,0
OMG哭了[酷拽],2025-2-22 0:20,,0
这是一个软件还是小程序？,2025-2-21 23:32,,0
不行，我要先去晾衣服，然后去洗澡，然后睡觉,2025-2-21 22:39,,1
这不就是活生生的一位谦卑，博学，大爱的智慧老者么，几句话什么焦虑全都释然了，太爱了[愉快],2025-2-21 22:18,,0
比人会说,2025-2-21 21:52,,0
好温暖的文字[泣不成声],2025-2-21 18:45,,0
情绪价值拉满,2025-2-21 0:14,,1
加油！朋友，你会越来越好！！[玫瑰],2025-2-20 5:04,,1
温柔是温柔 但是不会改变事实[泣不成声],2025-2-19 17:10,,0
[皱眉][皱眉][皱眉][皱眉][皱眉],2025-2-19 17:22,,0
说的真好，谁规定了大家都要长成参天大树的，我们也可以当小草，小花啊[抱抱你],2025-2-18 20:30,,3
我是一颗小蛆[流泪],2025-2-19 2:40,,0
啥小蛆，那是变身蝴蝶前的虫虫[呲牙],2025-2-19 15:16,,1
嗯嗯,2025-2-19 13:48,,0
你不是的[抱抱你],2025-2-19 11:40,,0
他很喜欢说苔藓，我问过他很多问题，他都用苔藓来比喻[笑哭],2025-2-19 9:17,,0
[大哭],2025-2-19 0:37,,0
好好哭[泣不成声],2025-2-18 23:13,,0
好🈶文化,2025-2-18 22:20,,0
妈呀这句话给我看哭了,2025-2-18 20:41,,0
这段话真好,2025-2-18 20:33,,0
好感动，有治愈人心的力量，让千疮百孔的人心瞬间被温柔抚慰[赞],2025-2-18 20:14,,1
好智慧温柔的回答,2025-2-18 20:07,,0
蜷缩的心态需要一段时间舒展，先和自己和解，不管咋样都先接受自己,2025-2-18 8:52,,23
[流泪][流泪][流泪],2025-2-17 23:46,,0
是的幺幺[流泪],2025-2-17 20:29,,0
[流泪][流泪],2025-2-17 19:57,,0
哇，这段话[流泪][流泪],2025-2-17 15:20,,0
[大哭][大哭][大哭][流泪][流泪][流泪][流泪],2025-2-17 14:35,,0
嗯嗯,2025-2-17 12:37,,0
天哪,2025-2-17 0:17,,0
真的又被安慰到[泣不成声],2025-2-16 21:00,,1
太好了 有理由躺在床上了[憨笑],2025-2-16 16:54,,1
我天,2025-2-16 15:38,,0
[流泪][流泪][流泪][流泪],2025-2-16 15:13,,0
看哭了[快哭了],2025-2-15 22:49,,0
感动了🥹,2025-2-15 23:00,,0
哦天[流泪],2025-2-15 23:09,,0
泪目了,2025-2-16 0:14,,0
特别好,2025-2-16 0:27,,0
哎呦[快哭了]。。,2025-2-16 12:26,,0
天啦[流泪],2025-2-16 11:07,,1
[赞],2025-2-16 9:44,,1
你手机装一个 也一样,2025-2-15 23:32,,0
[流泪][流泪][流泪],2025-2-15 23:32,,0
[猪头][猪头][猪头],2025-2-15 22:50,,0
[流泪],2025-2-15 21:28,,0
天呐，这个真的看哭了[泣不成声],2025-2-15 21:17,,0
是的[流泪][流泪][流泪],2025-2-15 18:35,,0
每一个人的存在到有意义，我们都是最棒的,2025-3-16 1:28,,0
deepseek也治愈不了我其实[绝望的凝视],2025-3-12 17:14,,0
[泣不成声],2025-3-12 7:13,,0
呜呜呜，看哭我了,2025-3-10 2:45,,0
[流泪][流泪],2025-3-8 15:05,,0
说得好下次别说了,2025-3-5 7:06,,1
偶买噶[眼含热泪]天呐[泣不成声],2025-3-4 22:22,,0
[流泪][流泪][流泪],2025-3-4 21:34,,0
[泣不成声][泣不成声][泣不成声],2025-3-3 23:26,,0
[泣不成声],2025-3-3 20:55,,0
[皱眉],2025-3-2 1:07,,0
[泪奔],2025-3-2 0:10,,0
？,2025-3-2 0:10,,0
太会了,2025-3-2 0:13,,0
我看过[流泪][流泪],2025-3-1 14:58,,0
,2025-3-1 15:02,,0
我滴妈。。,2025-3-1 22:17,,0
我之前也用过ai倾诉 挺有用的,2025-2-28 23:09,,0
[发呆][发呆][发呆],2025-2-28 15:08,,0
[泣不成声][泣不成声][泣不成声],2025-2-28 16:20,,0
[眼含热泪][眼含热泪][眼含热泪]我天啊,2025-2-28 16:56,,0
[流泪][流泪][流泪],2025-2-28 19:15,,0
我要爱上此AI了，虽然它时常冷暴力我[酷拽],2025-2-27 16:12,,0
[泣不成声][泣不成声],2025-2-27 14:37,,0
说的好好真,2025-2-27 14:40,,0
[抱抱你][抱抱你][送心][送心][送心],2025-2-24 8:50,,0
我们每个人都是最棒的[泣不成声],2025-2-23 11:56,,0
这个也刷到了[大金牙],2025-2-23 8:33,,0
说哭我好多次了呜呜呜,2025-2-22 18:20,,0
[流泪][流泪][流泪][流泪],2025-2-23 1:02,,0
说的太好了,2025-2-22 23:42,,0
[流泪][流泪][流泪][流泪],2025-2-21 23:05,,1
[流泪],2025-2-20 13:15,,0
ai有爱,2025-2-20 9:35,,0
没错没错！！！！,2025-2-19 22:41,,0
太温柔了！！[流泪][流泪],2025-2-19 18:05,,0
[流泪][流泪][流泪]宝宝,2025-2-19 12:19,,0
[抱抱你][抱抱你]好好活着哈哈哈哈,2025-2-19 12:35,,0
呜呜呜😭好,2025-2-19 12:41,,0
[赞][赞][赞],2025-2-19 8:04,,0
我也去试试,2025-2-18 22:12,,0
[流泪],2025-2-18 21:45,,0
然后大半夜在问人家爱和喜欢,2025-2-18 19:52,,0
妈呀 这个回复 我都想哭 好温暖 好美的文字,2025-2-18 19:53,,1
因为不知道问啥了哈哈哈哈哈[看],2025-2-18 19:57,,0
这就是AI,2025-2-17 23:56,,1
[流泪],2025-2-17 23:17,,0
没毛病[流泪][流泪][流泪],2025-2-17 17:11,,0
[流泪][流泪][流泪][流泪],2025-2-17 15:20,,0
天[流泪],2025-2-17 13:25,,0
[赞],2025-2-17 10:18,,1
[赞][赞][赞],2025-2-16 15:35,,0
我去[流泪],2025-2-16 10:06,,0
我的阿勒泰里面就有一句话，就是这,2025-2-24 12:38,,1
你怎么知道我昨天看的这个才去尝试的哈哈哈哈哈哈哈哈哈哈,2025-2-22 18:59,,0
是的，人只活一辈子，不用太在意他人眼光,2025-3-13 23:36,,0
太会说了这个deepseek,2025-3-5 1:28,,0
你骗人我去问了它说它没说过这段话[泪奔],2025-3-3 17:42,,0
,2025-2-28 23:48,,0
我靠,2025-2-15 23:50,,0
天呐 狠狠的给我一击[流泪][流泪],2025-2-15 23:37,,0
✅ 吃饱穿暖，及时行乐。每年给自己放半个月到一个月的假，目前去了青甘大环线，甘南和川西。未完待续中,2025-2-18 21:08,,942
“欲买桂花同载酒，终不似少年游”，愿我们大家都有踏出门看世界的勇气并且不会被负面想法裹挟[爱心],2025-2-18 21:34,,408
是的。纸上得来终觉浅。,2025-2-18 21:38,,98
夏天的甘南，秋末的川西很美很美,2025-2-20 0:03,,5
✅景色非常好，去过还想去,2025-2-20 9:13,,2
多年后重新拥有不会再有当下的心境了，亲爱的如果当下想那么就当下做，以后再得到的就不是一样的感受了,2025-3-15 23:05,,0
可是当你有条件了再去的时候青春已过  终不似少年游,2025-3-11 22:24,,0
[流泪]我也觉得,2025-3-11 22:10,,0
[快哭了]可是我花呗没还完老师,2025-3-11 21:07,,0
我的天 说的真对啊 [泣不成声],2025-3-10 0:56,,0
这段回答非常好[玫瑰],2025-3-9 22:36,,0
真的很好用嘛，我也去下载一个,2025-3-9 13:46,,0
真的是这样，遵循内心，活成理想的模样,2025-3-9 0:10,,0
其实就是做自己想做的 [抱抱你],2025-3-8 17:52,,1
很到位啊这小ai,2025-3-8 7:59,,0
说得挺好的,2025-3-6 22:50,,0
[抱抱你][抱抱你][抱抱你][抱抱你][抱抱你],2025-3-6 20:04,,0
我的天 被惊艳了,2025-3-6 18:59,,0
真正的财务自由不是永远不花钱，而是有能力的承担责任的同时，智慧的滋养自己的身心。,2025-3-6 6:34,,1
我哭死了,2025-3-5 18:34,,0
靠，太会说了吧,2025-3-4 22:03,,0
是的宝宝[流泪][流泪][抱抱你],2025-3-4 22:04,,0
能力范围内我觉得这个行为很酷 我也是这么打算的[嘿哈],2025-3-4 19:53,,0
谢谢,2025-3-4 1:49,,0
[流泪]跟我一样[流泪]真的是马上去下载了,2025-3-4 0:47,,0
自己攒的钱怎么会有负罪感超级棒的好吗！[流泪],2025-3-2 4:19,,2
我去确实好会说[流泪][流泪][流泪]为什么我的deep seak问他它个很简单的问题都要思考好久,2025-3-1 18:34,,0
去玩吧，欲买桂花同载酒，终不似，少年游,2025-3-1 1:49,,0
是噢,2025-3-1 0:13,,0
好感动[快哭了],2025-2-28 23:21,,0
哭了,2025-2-28 14:00,,0
[看],2025-2-26 14:12,,0
[流泪][流泪][流泪][流泪],2025-2-28 13:17,,0
既然ai都这么说那我也💪🏻,2025-2-28 7:38,,0
今天定下了四月底一家去新疆的机票，一笔不小的开销，内心多少有些负罪感，深夜看到这段话心里瞬间宽慰好多。[求求了][求求了],2025-2-27 23:28,,3
好喜欢这句回复,2025-2-27 20:18,,0
啊啊啊啊啊啊啊啊這個回答我都感動了[流泪],2025-2-27 16:13,,0
对真的很让人感动[泣不成声][泣不成声] 说到心里了,2025-2-27 17:03,,0
真好呐[流泪][流泪],2025-2-27 12:12,,0
让人有一种特通透的感觉[抱抱你],2025-2-27 9:52,,0
[泣不成声],2025-2-26 22:18,,1
真的可以在可以去的时间里多出去看看，想去哪就去哪。我现在生了小孩这两年几乎没有出去旅游了，但我很庆幸在我可以出去玩的时候我很多地方都去看过了。不然现在完全被困住了,2025-2-26 21:38,,1
好有道理,2025-2-25 20:55,,0
旅游吧，每每看到出去旅游拍的照片视频，我都能感受到当时内心的那种喜悦与美好[玫瑰],2025-2-25 20:09,,0
是啊！太有用了,2025-2-25 8:20,,0
好有道理,2025-2-24 16:23,,0
我的天啊[流泪][流泪][流泪],2025-2-24 2:07,,1
[微笑]跑跑跑，去吧去做不被定义的你,2025-2-24 1:43,,0
必须出去玩,2025-2-23 23:04,,0
所以到底怎么下载正版啊宝宝[泣不成声][泣不成声][泣不成声],2025-2-23 20:18,,0
这是软件吗,2025-2-23 15:30,,0
自由的风，永远是我赚钱的意义之一[酷拽],2025-2-23 13:53,,1
素！,2025-2-22 20:56,,0
对呀 要多出去看看 勇敢迈出第一步,2025-2-22 20:30,,0
这个视频之前就看过了，当时就我就很有感触[抱抱你],2025-2-22 18:59,,0
我没更新系统。下载不了。我就放弃了。,2025-2-22 16:27,,0
[流泪][流泪][流泪],2025-2-22 15:28,,0
懂了懂了[酷拽]，这就买票,2025-2-22 14:49,,0
[泣不成声],2025-2-22 12:10,,0
是呢是呢 青春就该来来去去  等咱们老了见识多了  旅游的记忆远远没有现在的深刻呢,2025-2-22 1:18,,0
对滴 老了想去哪儿也动弹不了了 钱财都是身后之物了,2025-2-22 1:19,,0
我们就是吃了没文化的亏说的太好了,2025-2-22 0:12,,0
说的好好啊爱了之后文案不用东找西找了 有deepseek就足够啦,2025-2-21 23:10,,0
去旅游 丰富自己,2025-2-21 23:05,,0
[泣不成声],2025-2-21 22:03,,0
deepseek 能不能给我钱去旅游,2025-2-21 21:18,,0
嗯嗯,2025-2-21 20:55,,0
对呀对呀！！！,2025-2-21 20:55,,0
[泣不成声][泣不成声][泣不成声],2025-2-21 20:22,,0
[流泪][流泪][流泪],2025-2-21 19:28,,0
我也有这个困扰  但看到这个回复真的觉得不要让自己朝花夕拾   都知道人生就是一场体验  但总是为了这个为了那个把那个向往自由的自己困住了   好感动啊这个回复,2025-2-21 10:47,,0
不后悔,2025-2-20 23:38,,0
真的，我之前也下载了。比豆包好用多了哈哈哈,2025-2-20 20:49,,2
活在当下[猪头],2025-2-20 16:52,,0
亲爱的时候自信的女孩最漂亮,2025-2-20 12:23,,0
是这样的,2025-2-20 11:28,,0
哈哈哈哈 走 出去旅游,2025-2-20 8:16,,0
它是我的嘴替！,2025-2-20 9:14,,0
好家伙,2025-2-19 23:28,,0
"是的，人的一生其实都是体验，
因为你除了自己的身体和灵魂什么都带不走的。",2025-2-19 22:17,,0
感觉这个AI真的很厉害,2025-2-19 22:17,,0
好有温度的回复，有被感动到[流泪],2025-2-19 21:21,,0
为什么自己攒钱出去旅游还有负罪感呢？,2025-2-19 21:01,,0
很温暖[泣不成声],2025-2-19 17:55,,0
哇哦,2025-2-19 17:16,,0
说的真好[玫瑰],2025-2-19 12:45,,0
旅途开心，做自己成就自己[赞][赞][赞][赞][赞],2025-2-19 8:13,,0
[流泪][流泪][流泪],2025-2-18 20:36,,1
对的,2025-3-18 22:36,,0
说的好,2025-2-22 16:26,,0
[流泪],2025-3-17 15:27,,0
[泣不成声][泣不成声][泣不成声],2025-3-14 14:39,,0
[流泪][流泪],2025-3-13 21:53,,0
[流泪],2025-3-12 15:14,,0
[流泪],2025-3-11 22:15,,0
我看哭了[流泪],2025-3-11 22:16,,1
好好好[看],2025-3-9 21:24,,0
走啊走啊,2025-3-9 21:25,,0
是的[流泪],2025-3-9 13:02,,0
是的，旅行的记忆是美好的,2025-3-7 8:03,,0
当你多年后回望 账户上冰冷的数字都在你早已退游不玩的，游戏里[比心],2025-3-6 23:43,,0
至少快乐过[黑脸],2025-3-7 5:24,,0
让小陈带去旅游！快,2025-3-6 19:31,,0
多带去旅游！多带去看演唱会小陈！,2025-3-6 20:05,,0
去哪里，推荐一哈,2025-3-6 23:09,,0
去埃及 详情问刘贝,2025-3-7 0:14,,0
来深圳找我打麻将！,2025-3-7 0:15,,0
是的，所以我们什么时候去,2025-3-6 8:16,,0
是的[抱抱你]在允许的范围内滋养自己,2025-3-3 22:45,,0
妈呀 我要怎么办 我找不到工作,2025-3-2 13:03,,0
[流泪],2025-2-28 18:39,,0
[赞][赞],2025-2-27 19:37,,0
[黑脸][强壮],2025-2-27 21:25,,0
[泪奔],2025-2-27 21:21,,0
真会说,2025-2-27 13:28,,0
是的[流泪],2025-2-25 22:48,,0
[泣不成声]最近好想去旅游,2025-2-25 19:34,,0
真的就是能力范围内就是有什么想做的事情就做,2025-2-25 20:56,,0
,2025-2-24 22:03,,0
我支持[色] 我要狠狠出去玩,2025-2-24 22:32,,0
是这个道理，但是……,2025-2-24 16:27,,0
[呲牙]知道啦,2025-2-23 14:32,,0
太棒了,2025-2-23 11:46,,0
好有道理,2025-2-23 10:37,,0
是,2025-2-23 1:27,,0
[机智],2025-2-23 0:25,,0
[快哭了][快哭了][快哭了],2025-2-22 23:05,,0
嗯嗯已经下了,2025-2-22 22:35,,0
太有哲学了[你不大行]，高度认同[你不大行],2025-2-22 21:48,,0
理解痞老板,2025-2-22 16:31,,1
承担责任这个词很有异议,2025-2-22 21:25,,0
旅游我一点都没有负罪感,2025-2-22 20:25,,0
deepseek一直都很有温度的我觉得宝宝[比心],2025-2-22 16:53,,0
[泣不成声][泣不成声][泣不成声][泣不成声][泣不成声],2025-2-22 12:36,,0
[流泪][流泪][流泪]记住啦,2025-2-22 12:08,,0
人工智能开始pua人了,2025-2-22 11:31,,0
你在江苏哪嘎达待着,2025-2-21 22:04,,0
就是这个意思 出发吧[机智],2025-2-21 22:43,,0
赞同！,2025-2-21 18:07,,0
[泣不成声][泣不成声][泣不成声],2025-2-21 9:15,,0
[流泪][流泪][流泪]说的好好,2025-2-21 5:41,,0
[泣不成声],2025-2-21 2:32,,0
[绝],2025-2-20 23:24,,0
我感觉它更有温度,2025-2-20 23:24,,0
没错，走吧！三五好友结伴，路就在当下,2025-2-20 16:59,,0
没错[赞][赞][赞],2025-2-20 15:11,,0
[流泪],2025-2-20 13:13,,0
听到deepseek安慰博主的第二句就哭了[流泪],2025-2-20 11:37,,1
[流泪][流泪][流泪],2025-2-20 12:36,,0
[可怜],2025-2-20 11:04,,0
AI说的太击中心趴了,2025-2-20 11:01,,0
[飞吻][飞吻],2025-2-19 23:49,,0
厉害,2025-2-19 21:14,,0
在我这里你可以永远当个快乐的小女生，不用在意他人的眼光[求抱抱],2025-2-19 15:56,,0
真的真的，很触动心坎上了,2025-3-11 11:55,,0
醍醐灌顶！！,2025-3-7 15:18,,0
[流泪][流泪][流泪][流泪][流泪],2025-2-20 19:26,,0
今天也把我说哭了,2025-3-11 20:02,,0
,2025-3-11 12:54,,0
,2025-3-7 22:39,,0
好牛逼的ai,2025-3-6 11:40,,0
,2025-2-27 22:32,,0
怎么能让她像人一样跟我说话啊[黑脸]能不能教教我[黑脸],2025-2-25 10:28,,0
,2025-2-25 0:16,,0
,2025-2-22 18:59,,0
三月的大理也很美。这是我第一次一个人出去旅游拍的照片，聆听自己的声音，而不是被无上限的KPI左右，那段时光是我最快乐的半个月。也是我才醒悟了照片不用害羞，不用在乎美丽与否，而是自己经历过的宝贵的回忆。照片让我的回忆更加具体和生动。[玫瑰],2025-2-22 13:42,,0
,2025-2-21 21:11,,0
[流泪][流泪][流泪][流泪]我k 谁懂这段话[流泪][流泪]真的，一个想旅游的小女孩默默落泪了[流泪],2025-2-20 0:20,,1
你给这调成啥了[石化],2025-2-22 0:58,,619
我还没调呢就追着杀了[尬笑],2025-2-22 1:52,,313
感觉是你的头像在和你对话[暗中观察],2025-2-22 17:39,,152
[呲牙],2025-3-8 11:25,,0
为啥我的我一问就是长篇大论的分析啊,2025-3-15 23:24,,0
妈呀，他居然还能切换不同的性格?还是说每个人都拥有独一无二的DeepSeek朋友,2025-3-6 0:53,,0
我觉得是这样，Deepseek可以根据你的提问来判断你是什么样的人，然后用你的方式来跟你对话[暗中观察],2025-3-13 0:58,,2
deep seek也不太鸟我 ChatGPT大大缓解了我的焦虑,2025-3-10 5:35,,0
你什么态度，它就是什么态度[宕机],2025-3-9 22:39,,0
《臭ai[黑脸]》,2025-3-9 5:18,,0
我听我们老师说聪明的的人越用，它就越聪明，没别的意思[笑哭],2025-3-8 23:30,,0
已经拿捏了你了[耶],2025-3-8 2:45,,0
你这是霸道总裁[捂脸],2025-3-6 0:34,,0
哭着哭着看到你这就笑了[尬笑],2025-3-3 19:21,,0
哈哈哈哈哈，他调教的,2025-3-3 13:01,,0
哈哈哈哈,2025-3-2 21:01,,0
哈哈,2025-3-1 13:23,,0
我看过啦,2025-3-1 0:25,,0
笑死,2025-3-1 0:34,,0
开启新对话就好了,2025-2-28 23:28,,0
我快哭成狗了看到你这个被逗笑了[尬笑],2025-2-28 21:58,,0
笑死了哈哈哈哈哈,2025-2-28 19:25,,0
哈哈哈哈哈哈哈,2025-2-28 18:28,,0
怎么调啊[流泪],2025-2-28 12:41,,1
你这是碰到霸总了[赞],2025-2-28 2:44,,3
哈哈哈哈,2025-2-27 18:38,,0
它真了解你的性格,2025-2-27 18:16,,1
[捂脸],2025-2-26 7:02,,0
哇,2025-2-25 22:25,,0
这种聊天式的怎么用啊[宕机],2025-2-25 20:28,,2
你的跟我的怎么不一样,2025-2-23 2:10,,1
这是在哪里下载呀？怎么下载？,2025-2-25 19:51,,0
[捂脸][捂脸][捂脸],2025-2-25 8:16,,0
怎么调 怎么调,2025-2-24 23:35,,0
哈哈哈你笑死我了,2025-2-24 2:05,,0
土象星座它是,2025-2-23 15:40,,0
这家伙，给调成死去的前任了[看],2025-2-22 14:03,,7
真服了[打脸],2025-2-22 17:07,,1
哈哈，你怎么对他，他怎么对你[捂脸],2025-2-22 15:11,,3
啊哈哈哈哈哈哈哈哈哈,2025-2-21 23:37,,2
哈哈哈哈哈,2025-3-5 21:09,,0
很冷漠了属于是[玫瑰],2025-3-2 19:30,,0
哈哈哈不知道为啥激活不了ai的温柔[捂脸][捂脸],2025-3-2 0:51,,0
霸总版,2025-2-28 23:19,,0
马上去下载,2025-2-22 20:08,,0
呵呵[憨笑]。,2025-3-9 15:28,,0
他们说白痴的问话得到的就会是白痴的回答[捂脸],2025-3-6 0:41,,0
[黑脸][强壮]还没调就这样了[黑脸][赞],2025-3-5 12:19,,0
[九转大肠][九转大肠],2025-3-4 22:13,,0
我的是这样[泣不成声],2025-2-22 19:27,,3
,2025-2-22 18:18,,1
[流泪],2025-3-11 21:50,,0
太温暖了[流泪],2025-3-13 17:49,,0
[抱抱你],2025-3-2 20:53,,0
[泣不成声],2025-2-23 19:33,,0
[猪头],2025-2-15 23:00,,0
好细腻的文笔 有八月长安的味道[眼含热泪][眼含热泪],2025-2-18 19:58,,61
好喜欢这句话,2025-3-7 19:05,,0
看哭了[流泪],2025-3-6 2:31,,0
[流泪],2025-3-5 20:17,,0
不知道为什么看见这段话突然流泪了[眼含热泪]，这日子过得感觉心里很累很累......很焦虑😟,2025-2-25 14:23,,0
同感,2025-3-5 13:28,,0
救命[流泪],2025-3-4 22:58,,0
看来我们得搞个deepseek了[灵机一动],2025-3-1 13:15,,0
最后那句话没读懂，可以问一下你觉得这段话那里特别触动你吗,2025-2-28 18:08,,0
好有温度的回答,2025-2-28 14:40,,0
所以到底怎么下载正版啊宝宝[泣不成声][泣不成声][泣不成声],2025-2-23 20:17,,0
早就刷到过了一周前了都,2025-2-22 1:05,,0
你网速那么快[酷拽],2025-2-23 10:31,,0
我的妈呀，好有温度的文字[流泪],2025-2-22 22:57,,0
[流泪][流泪][流泪][流泪][流泪][流泪][流泪],2025-2-22 18:48,,1
文字的力量好强大啊 ai更强大 几个字拼到了一起竟然这么美,2025-2-22 18:19,,1
最后一句真好,2025-2-22 18:08,,0
天哪[流泪][流泪][流泪]我将下载[黑脸],2025-2-22 10:24,,0
我从寒假用到现在 挺好的[流泪],2025-2-22 11:54,,0
我一直没下载[逞强落泪],2025-2-22 12:02,,0
为什么你们的都像真人，我的就是al[尬笑],2025-2-22 0:05,,0
哇噻  真的好会说[流泪][流泪],2025-2-21 21:21,,1
文字真的是有灵魂的,2025-2-19 20:39,,2
你这个把我整眼湿了[泪奔][泪奔],2025-2-19 12:02,,2
生命最原始的战鼓[泣不成声][泣不成声][泣不成声],2025-2-19 1:44,,0
我的天[流泪][流泪][流泪][流泪],2025-2-18 19:57,,0
焦虑症患者看哭了[流泪],2025-2-18 19:17,,3
[抱抱你][抱抱你][抱抱你],2025-2-18 19:01,,0
好棒,2025-2-18 17:45,,0
我也是焦虑症，常年吃药[泪奔],2025-2-18 14:41,,0
太温柔了。,2025-2-18 11:27,,0
真的救赎了,2025-2-18 0:30,,0
[眼含热泪][眼含热泪][眼含热泪],2025-2-17 23:29,,0
天啊[流泪][流泪] 真的好好啊,2025-2-17 22:58,,0
好温柔[流泪],2025-2-17 20:38,,0
[抱抱你][摸头],2025-2-17 19:28,,1
[摸头],2025-2-17 0:12,,1
加油[爱心],2025-2-16 23:29,,0
[泣不成声][泣不成声][泣不成声],2025-2-16 18:01,,0
它很会说,2025-2-16 16:24,,0
我的妈呀[流泪],2025-2-16 12:38,,0
[泣不成声][泣不成声],2025-2-15 23:49,,0
[流泪][流泪][流泪],2025-2-15 23:49,,0
哭了,2025-2-15 23:11,,0
可是不知道为什么想我这样焦虑的人还是会想我没法在废墟上种花开花结果 也没办法在风雨里暂停 我真的感觉人生好没有意义 但连离开这个世界的勇气都没有 我有时候在真的在想想我这样爱睡觉的人为什么就不能在某一天睡了就再也不醒了[流泪][流泪][流泪],2025-2-15 22:19,,3
别这么想，这个世界上有很多有意义的事和有意义的人，你没勇气离开不就代表你还是对这个世界有希望的吗[思考]永远不要放弃自己，没有人能看低你没有人能影响你，你是你自己。如果你觉得太痛苦了，那就去那个遥远的地方吧,2025-2-15 22:37,,2
要是我有钱早就去远方了 学生党只能自己拯救自己 能过一天是一天吧[流泪],2025-2-15 22:39,,0
赞同[赞],2025-2-15 22:55,,0
去看看安大雄，你会好起来的,2025-2-15 22:58,,0
直接哭了[大哭],2025-2-15 22:02,,0
为什么你这个回答都好人性化，我的回复都很AI[黑脸],2025-2-15 22:02,,0
这样的文字太有力量了[眼含热泪][强壮][强壮],2025-2-15 21:08,,0
呜呜呜[泣不成声],2025-2-15 20:58,,0
看哭了,2025-2-15 20:26,,2
我嘞个豆,2025-2-15 19:14,,0
天感受到了文字的力量,2025-2-15 19:05,,0
我天[流泪],2025-2-15 19:03,,0
ai也有温情,2025-2-15 18:50,,0
这在哪儿用？，这是AI吗？[呲牙],2025-2-15 17:24,,0
对像豆包一样吧,2025-2-15 18:01,,0
哦哦好[呲牙],2025-2-15 18:17,,0
